post_id,run_id,scraped_at,price,year,make,model,mileage,transmission,fuel,color,city,state,cylinders,source_txt
7917362704,20260305110042,2026-03-05T11:00:42Z,59000,1969,Chevrolet,Camaro,4664,,,,,,,scrapes/20260305110042/7917362704.txt
7918042174,20260316190119,2026-03-16T19:01:19Z,17999,2019,Audi,A6,42250,,,,,,,scrapes/20260316190119/7918042174.txt
7918042714,20260316130006,2026-03-16T13:00:06Z,21000,2023,volkswagen,tiguan,21500,,,,,,,scrapes/20260316130006/7918042714.txt
7918092307,20260317100023,2026-03-17T10:00:23Z,8700,2007,Jeep,Wrangler Sahara,174000,,,,,,,scrapes/20260317100023/7918092307.txt
7918163317,20260317100023,2026-03-17T10:00:23Z,2995,2007,Chevrolet,Impala LT,136320,,,,,,,scrapes/20260317100023/7918163317.txt
7918238348,20260315140027,2026-03-15T14:00:27Z,12900,2014,Honda,CR-V EX,130000,,,,,,,scrapes/20260315140027/7918238348.txt
7918342133,20260312230013,2026-03-12T23:00:13Z,11999,2020,Jeep,Grand Cherokee Laredo E,114268,,,,,,,scrapes/20260312230013/7918342133.txt
7918457186,20260320010031,2026-03-20T01:00:31Z,3000,2009,CHEVROLET,COBALT,140000,,,,,,,scrapes/20260320010031/7918457186.txt
7915186286,20260307220038,2026-03-07T22:00:38Z,18000,2012,Mercedes-Benz,S-class S550,68000,,,,,,,scrapes/20260307220038/7915186286.txt
7915759962,20260312020036,2026-03-12T02:00:36Z,18995,2023,Jeep,Grand Cherokee,68998,,,,,,,scrapes/20260312020036/7915759962.txt
7915899622,20260311080050,2026-03-11T08:00:50Z,64993,2022,CHRYSLER,PACIFICA LIMITED,43287,,,,,,,scrapes/20260311080050/7915899622.txt
7916622830,20260313190029,2026-03-13T19:00:29Z,29955,2018,Hyundai,Elantra,70149,,,,,,,scrapes/20260313190029/7916622830.txt
7916626456,20260302060005,2026-03-02T06:00:05Z,5300,2008,cadillac,escalade,250000,,,,,,,scrapes/20260302060005/7916626456.txt
7916636357,20260307100042,2026-03-07T10:00:42Z,29900,2023,Jeep,Grand Cherokee,23023,,,,,,,scrapes/20260307100042/7916636357.txt
7916637397,20260307110040,2026-03-07T11:00:40Z,12500,2010,toyota,tacoma,168916,,,,,,,scrapes/20260307110040/7916637397.txt
7917546644,20260316180030,2026-03-16T18:00:30Z,5300,2008,lexus,is 250,167000,,,,,,,scrapes/20260316180030/7917546644.txt
7917843985,20260316140028,2026-03-16T14:00:28Z,3600,2001,Toyota,Camry XLE,165000,,,,,,,scrapes/20260316140028/7917843985.txt
7918135826,20260309130005,2026-03-09T13:00:05Z,10998,2014,Subaru,Outback,116909,,,,,,,scrapes/20260309130005/7918135826.txt
7918240267,20260315130022,2026-03-15T13:00:22Z,13900,2019,Chevrolet,Silverado 1500,138949,,,,,,,scrapes/20260315130022/7918240267.txt
7918255367,20260318150022,2026-03-18T15:00:22Z,25993,2005,CHEVROLET,EXPRESS 1500,66167,,,BEIGE,,,8,scrapes/20260318150022/7918255367.txt
7918461876,20260320090051,2026-03-20T09:00:51Z,4500,2011,Mercedes-Benz,c300 4 matic,205000,,,,,,6,scrapes/20260320090051/7918461876.txt
7914351638,20260302100007,2026-03-02T10:00:07Z,13900,2018,BMW,5 Series,124228,,,,,,,scrapes/20260302100007/7914351638.txt
7914679217,20260305100036,2026-03-05T10:00:36Z,8485,2013,BMW,328i X-drive AWD Sedan,113000,,,,,,,scrapes/20260305100036/7914679217.txt
7914782008,20260305070006,2026-03-05T07:00:06Z,9800,2017,Volkswagen,Tiguan S,131400,,,,,,,scrapes/20260305070006/7914782008.txt
7914787364,20260305040040,2026-03-05T04:00:40Z,6499,2012,Toyota,Prius C Four,159450,,,,,,,scrapes/20260305040040/7914787364.txt
7914814317,20260305030006,2026-03-05T03:00:06Z,,2002,Dodge,Neon,150000,,,,,,,scrapes/20260305030006/7914814317.txt
7915557879,20260310090035,2026-03-10T09:00:35Z,8500,2008,BMW,328i,160000,,,,,,,scrapes/20260310090035/7915557879.txt
7916260751,20260312130027,2026-03-12T13:00:27Z,3500,2003,Ford,Taurus,85000,,,,,,,scrapes/20260312130027/7916260751.txt
7916381236,20260312110014,2026-03-12T11:00:14Z,7799,2017,Subaru,Outback,190940,,,,,,,scrapes/20260312110014/7916381236.txt
7916391229,20260312070040,2026-03-12T07:00:40Z,9900,2015,Subaru,Forester,90000,,,,,,,scrapes/20260312070040/7916391229.txt
7917232384,20260315160015,2026-03-15T16:00:15Z,7998,2015,Subaru,Outback,176255,,,,,,,scrapes/20260315160015/7917232384.txt
7917276594,20260315130022,2026-03-15T13:00:22Z,10950,2015,Mercedes-Benz,GL 450 4MATIC,124948,,,,,,,scrapes/20260315130022/7917276594.txt
7917360135,20260305000039,2026-03-05T00:00:39Z,15800,2018,BMW,X2,79633,,,,,,,scrapes/20260305000039/7917360135.txt
7917666206,20260316170010,2026-03-16T17:00:10Z,139500,2025,Ford,Mini T HR Campervan,87,,,,,,,scrapes/20260316170010/7917666206.txt
7918157484,20260317150011,2026-03-17T15:00:11Z,8300,2014,JEEP,WRANGLER SPORT,163000,,,,,,,scrapes/20260317150011/7918157484.txt
7914781885,20260305080010,2026-03-05T08:00:10Z,9800,2015,Ford,Escape,85100,,,,,,,scrapes/20260305080010/7914781885.txt
7914781912,20260305070006,2026-03-05T07:00:06Z,12800,2018,Chevrolet,Equinox,135100,,,,,,,scrapes/20260305070006/7914781912.txt
7915117788,20260306160043,2026-03-06T16:00:43Z,32795,2020,Lexus,Rx 350 F Sport,58968,,,,,,,scrapes/20260306160043/7915117788.txt
7915584498,20260310210005,2026-03-10T21:00:05Z,4500,2010,nissan,altima,150000,,,,,,,scrapes/20260310210005/7915584498.txt
7916478607,20260303190006,2026-03-03T19:00:06Z,2500,2008,chevy,aveo,114000,,,,,,,scrapes/20260303190006/7916478607.txt
7916623391,20260314090030,2026-03-14T09:00:30Z,6500,2006,chevy,impala SS,108800,,,,,,,scrapes/20260314090030/7916623391.txt
7916638777,20260307110040,2026-03-07T11:00:40Z,12900,2016,mercedes-benz,gle350,133985,,,,,,,scrapes/20260307110040/7916638777.txt
7916950029,20260314110025,2026-03-14T11:00:25Z,1500,2011,Honda,CRZ-EX,250000,,,,,,,scrapes/20260314110025/7916950029.txt
7917545481,20260316130006,2026-03-16T13:00:06Z,6800,2020,ford,ecosport s,115000,,,,,,,scrapes/20260316130006/7917545481.txt
7917553553,20260305110042,2026-03-05T11:00:42Z,11900,2015,Jaguar,XF,79004,,,,,,,scrapes/20260305110042/7917553553.txt
7915109247,20260305200040,2026-03-05T20:00:40Z,4985,2011,Toyota,Venza LE FWD SUV,133000,,,,,,,scrapes/20260305200040/7915109247.txt
7915120058,20260305020032,2026-03-05T02:00:32Z,13500,2011,Lexus,LS 460,115182,,,,,,,scrapes/20260305020032/7915120058.txt
7915335593,20260308190034,2026-03-08T19:00:34Z,19500,2021,Nissan,Maxima,81100,,,,,,,scrapes/20260308190034/7915335593.txt
7915464378,20260310100036,2026-03-10T10:00:36Z,6875,2008,Chevrolet,Silverado 1500,167190,,,,,,,scrapes/20260310100036/7915464378.txt
7915521278,20260310220005,2026-03-10T22:00:05Z,18500,2018,Honda,Civic LX,101000,,,,,,,scrapes/20260310220005/7915521278.txt
7915610059,20260311140035,2026-03-11T14:00:35Z,9885,2016,BMW,X3 2.8i X-drive Premium SUV,124000,,,,,,,scrapes/20260311140035/7915610059.txt
7916021611,20260303150036,2026-03-03T15:00:36Z,4500,2013,honda,accord sport,229000,,,,,,,scrapes/20260303150036/7916021611.txt
7916168953,20260312150048,2026-03-12T15:00:48Z,12995,2016,Acura,RDX,167557,,,,,,,scrapes/20260312150048/7916168953.txt
7916185354,20260312060022,2026-03-12T06:00:22Z,6488,2014,Nissan,Maxima SV,117455,,,,,,,scrapes/20260312060022/7916185354.txt
7916199814,20260312070040,2026-03-12T07:00:40Z,10500,2015,Chevy,Express 2500,116120,,,,,,,scrapes/20260312070040/7916199814.txt
7916381212,20260312010036,2026-03-12T01:00:36Z,9599,2016,Subaru,Outback,165728,,,,,,,scrapes/20260312010036/7916381212.txt
7916635336,20260307140048,2026-03-07T14:00:48Z,6900,2018,subaru,crosstrek,188779,,,,,,,scrapes/20260307140048/7916635336.txt
7917023304,20260314090030,2026-03-14T09:00:30Z,7485,2011,BMW,328i Xdrive Sedan,96000,,,,,,,scrapes/20260314090030/7917023304.txt
7917359644,20260305090032,2026-03-05T09:00:32Z,9400,2015,Honda,Civic Sedan,130759,,,,,,,scrapes/20260305090032/7917359644.txt
7917360087,20260305070006,2026-03-05T07:00:06Z,15850,2020,Nissan,Rogue,82675,,,,,,,scrapes/20260305070006/7917360087.txt
7918440224,20260319150021,2026-03-19T15:00:21Z,8885,2016,Volvo,XC60 T5 Premier AWD SUV,126000,,,Twilight Osmium Grey Metallic,,,5,scrapes/20260319150021/7918440224.txt
7918454706,20260319160011,2026-03-19T16:00:11Z,68000,2021,GMC,2500 HD Diesel,15250,,,red,,,8,scrapes/20260319160011/7918454706.txt
7914595917,20260304110038,2026-03-04T11:00:38Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260304110038/7914595917.txt
7914781940,20260305080010,2026-03-05T08:00:10Z,9800,2018,Nissan,Sentra,105700,,,,,,,scrapes/20260305080010/7914781940.txt
7915376571,20260309210005,2026-03-09T21:00:05Z,2000,2006,Honda,Accord,200000,,,,,,,scrapes/20260309210005/7915376571.txt
7915971073,20260312080005,2026-03-12T08:00:05Z,21000,2024,Ford,Ranger XL,5476,,,,,,,scrapes/20260312080005/7915971073.txt
7916041655,20260304000034,2026-03-04T00:00:34Z,2000,2003,mazda,protege,160000,,,,,,,scrapes/20260304000034/7916041655.txt
7916203256,20260310210005,2026-03-10T21:00:05Z,3900,2008,Toyota,Rav 4,220000,,,,,,,scrapes/20260310210005/7916203256.txt
7916575150,20260313160005,2026-03-13T16:00:05Z,88993,2024,RAM,PROMASTER 2500,25,,,,,,,scrapes/20260313160005/7916575150.txt
7917020336,20260307130046,2026-03-07T13:00:46Z,9885,2017,Ford,Explorer Limited 4WD SUV,125000,,,,,,,scrapes/20260307130046/7917020336.txt
7918270581,20260318170036,2026-03-18T17:00:36Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260318170036/7918270581.txt
7914921963,20260305170043,2026-03-05T17:00:43Z,13800,2015,Cadillac,ATS Sedan,80600,,,,,,,scrapes/20260305170043/7914921963.txt
7916392765,20260312160005,2026-03-12T16:00:05Z,6900,2012,Honda,Accord LX,150492,,,,,,,scrapes/20260312160005/7916392765.txt
7917362501,20260315230030,2026-03-15T23:00:30Z,15900,2019,Jeep,Cherokee,55301,,,,,,,scrapes/20260315230030/7917362501.txt
7917612143,20260316190119,2026-03-16T19:01:19Z,,2002,Dodge,Neon,150000,,,,,,,scrapes/20260316190119/7917612143.txt
7917739793,20260316100029,2026-03-16T10:00:29Z,6800,2016,toyota,corolla le,178000,,,,,,,scrapes/20260316100029/7917739793.txt
7916393408,20260312150048,2026-03-12T15:00:48Z,10900,2014,Subaru,XV CrossTrek,124824,,,,,,,scrapes/20260312150048/7916393408.txt
7916662009,20260314080014,2026-03-14T08:00:14Z,27495,2022,Mercedes-benz,C-class,38292,,,,,,,scrapes/20260314080014/7916662009.txt
7918284569,20260319030013,2026-03-19T03:00:13Z,34995,2010,Ford,E450,149000,,,White,,,,scrapes/20260319030013/7918284569.txt
7914781986,20260305100036,2026-03-05T10:00:36Z,9800,2014,Audi,Q5,129400,,,,,,,scrapes/20260305100036/7914781986.txt
7915089801,20260305210047,2026-03-05T21:00:47Z,36000,2020,Audi,S4,43000,,,,,,,scrapes/20260305210047/7915089801.txt
7915609011,20260304180005,2026-03-04T18:00:05Z,17500,1997,Ford,F-350,241000,,,,,,,scrapes/20260304180005/7915609011.txt
7915854413,20260312120014,2026-03-12T12:00:14Z,9700,2004,Ford,Ranger XL regular cab 2D 6FT,83000,,,,,,,scrapes/20260312120014/7915854413.txt
7917145469,20260314100013,2026-03-14T10:00:13Z,4300,2013,Subaru,Outback,150000,,,,,,,scrapes/20260314100013/7917145469.txt
7917363018,20260305110042,2026-03-05T11:00:42Z,5900,2008,Toyota,Corolla,139374,,,,,,,scrapes/20260305110042/7917363018.txt
7918411469,20260319150021,2026-03-19T15:00:21Z,10900,2017,Subaru,Impreza,118000,,,white,,,4,scrapes/20260319150021/7918411469.txt
7914857255,20260305070006,2026-03-05T07:00:06Z,3500,1966,ford,pick up,60000,,,,,,,scrapes/20260305070006/7914857255.txt
7917360220,20260315060039,2026-03-15T06:00:39Z,17990,2019,Jeep,Grand Cherokee,118037,,,,,,,scrapes/20260315060039/7917360220.txt
7917976953,20260306150014,2026-03-06T15:00:14Z,,2022,Acura,TLX TYPE S,24000,,,,,,,scrapes/20260306150014/7917976953.txt
7914781965,20260305040040,2026-03-05T04:00:40Z,6800,2015,Volkswagen,Jetta Sedan,141800,,,,,,,scrapes/20260305040040/7914781965.txt
7916396849,20260312000115,2026-03-12T00:01:15Z,11895,2012,Audi,A7,110892,,,,,,,scrapes/20260312000115/7916396849.txt
7916607883,20260313130006,2026-03-13T13:00:06Z,10998,2015,Subaru,Outback,141231,,,,,,,scrapes/20260313130006/7916607883.txt
7917360297,20260305040040,2026-03-05T04:00:40Z,11950,2014,Mercedes-Benz,E-Class,106451,,,,,,,scrapes/20260305040040/7917360297.txt
7918494325,20260320040037,2026-03-20T04:00:37Z,8000,1981,jeep,cj7,45255,,,yellow,,,6,scrapes/20260320040037/7918494325.txt
7918524027,20260320070005,2026-03-20T07:00:05Z,80000,2009,International,7400,79100,,,white,,,6,scrapes/20260320070005/7918524027.txt
7916081797,20260312070040,2026-03-12T07:00:40Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260312070040/7916081797.txt
7918213110,20260305110042,2026-03-05T11:00:42Z,15200,2019,Chevrolet,Traverse,87713,,,,,,,scrapes/20260305110042/7918213110.txt
7918529255,20260304100037,2026-03-04T10:00:37Z,4900,2008,cadillac,escalade,250000,,,,,,,scrapes/20260304100037/7918529255.txt
7918541933,20260320110006,2026-03-20T11:00:06Z,7000,2022,kia,rio,20000,,,blue,,,4,scrapes/20260320110006/7918541933.txt
7918200059,20260317170002,2026-03-17T17:00:02Z,26250,2026,Nissan,Rogue,3400,,,,,,,scrapes/20260317170002/7918200059.txt
7918535235,20260304160036,2026-03-04T16:00:36Z,3500,2003,Audi,A4 Quattro,147597,,,,,,,scrapes/20260304160036/7918535235.txt
7915091765,20260305210047,2026-03-05T21:00:47Z,15900,2014,volkswagen,beetle tdi convertible,70633,,,,,,,scrapes/20260305210047/7915091765.txt
7915224065,20260308020033,2026-03-08T02:00:33Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260308020033/7915224065.txt
7914865369,20260305110042,2026-03-05T11:00:42Z,10998,2014,Subaru,Forester,137319,,,,,,,scrapes/20260305110042/7914865369.txt
7915978313,20260312130027,2026-03-12T13:00:27Z,10900,2011,Ford,Mustang,105405,,,,,,,scrapes/20260312130027/7915978313.txt
7917362371,20260305040040,2026-03-05T04:00:40Z,9750,2005,Chevrolet,Tahoe,105076,,,,,,,scrapes/20260305040040/7917362371.txt
7918628043,20260320100040,2026-03-20T10:00:40Z,95000,1950,Jaguar,MK V Drophead coupe,51000,,,red,,,6,scrapes/20260320100040/7918628043.txt
7914352032,20260303230024,2026-03-03T23:00:24Z,7950,2012,Subaru,Forester,100205,,,,,,,scrapes/20260303230024/7914352032.txt
7916391551,20260312070040,2026-03-12T07:00:40Z,1700,2006,Ford,F150,206000,,,,,,,scrapes/20260312070040/7916391551.txt
7918651271,20260320150006,2026-03-20T15:00:06Z,14000,2001,BMW,Z3 Roadster,79700,,,silver,,,6,scrapes/20260320150006/7918651271.txt
7918624710,20260309080026,2026-03-09T08:00:26Z,4500,2013,Fiat,500 Abarth,205149,,,,,,,scrapes/20260309080026/7918624710.txt
7918693471,20260320080023,2026-03-20T08:00:23Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260320080023/7918693471.txt
7918563893,20260308170037,2026-03-08T17:00:37Z,10900,2018,Chevrolet,Equinox L,94000,,,,,,,scrapes/20260308170037/7918563893.txt
7918617485,20260320110006,2026-03-20T11:00:06Z,5800,2011,volvo,xc60,164500,,,red,,,6,scrapes/20260320110006/7918617485.txt
7918660275,20260303100005,2026-03-03T10:00:05Z,28925,2018,Toyota,Tundra SR5,60120,,,,,,,scrapes/20260303100005/7918660275.txt
7918543231,20260320100040,2026-03-20T10:00:40Z,9800,2020,chevy,trax,60000,,,white,,,4,scrapes/20260320100040/7918543231.txt
7918690693,20260315170005,2026-03-15T17:00:05Z,10700,2020,Nissan,Pathfinder S,111414,,,,,,,scrapes/20260315170005/7918690693.txt
7918700153,20260306130006,2026-03-06T13:00:06Z,3500,2014,ford,focus se,176000,,,,,,,scrapes/20260306130006/7918700153.txt
7918710726,20260320100040,2026-03-20T10:00:40Z,2000,2022,acura,tlx,30000,,,,,,,scrapes/20260320100040/7918710726.txt
7918711763,20260310070005,2026-03-10T07:00:05Z,4500,2013,Toyota,Camry,215000,,,,,,,scrapes/20260310070005/7918711763.txt
7918825705,20260320140006,2026-03-20T14:00:06Z,9500,2017,chevy,colorado,116000,,,,,,4,scrapes/20260320140006/7918825705.txt
7916657456,20260304130035,2026-03-04T13:00:35Z,24900,2019,toyota,4runner trd off-road premium,148450,,,,,,,scrapes/20260304130035/7916657456.txt
7918774822,20260320120006,2026-03-20T12:00:06Z,10998,2015,Subaru,Outback,131741,,,Silver,,,4,scrapes/20260320120006/7918774822.txt
7918851683,20260320160006,2026-03-20T16:00:06Z,5300,2016,dodge,grand caravan sxt,180000,,,black,,,6,scrapes/20260320160006/7918851683.txt
7918893709,20260320170031,2026-03-20T17:00:31Z,10700,2007,Dodge,Ram 1500 Laramie crew cab 4D,130000,,,blue,,,8,scrapes/20260320170031/7918893709.txt
7918894357,20260320180030,2026-03-20T18:00:30Z,10700,2007,Chevrolet,Silverado 1500 Z71 LT 6 1/2FT,114000,,,blue,,,8,scrapes/20260320180030/7918894357.txt
7918895197,20260320140006,2026-03-20T14:00:06Z,6400,2004,Ford,F150 XLT extended cab 4D 6 1/2 FT,156000,,,green,,,8,scrapes/20260320140006/7918895197.txt
7918866534,20260320150006,2026-03-20T15:00:06Z,9999,2012,Honda,Civic,112885,,,blue,,,4,scrapes/20260320150006/7918866534.txt
7918904199,20260320170031,2026-03-20T17:00:31Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260320170031/7918904199.txt
7918894082,20260320190027,2026-03-20T19:00:27Z,10700,2009,Chevrolet,Silverado 1500 LT extended cab 4D,130000,,,silver,,,8,scrapes/20260320190027/7918894082.txt
7918894626,20260320180030,2026-03-20T18:00:30Z,8700,2016,Mazda,CX-5,156000,,,,,,4,scrapes/20260320180030/7918894626.txt
7918895371,20260320170031,2026-03-20T17:00:31Z,10700,2008,Chevrolet,Silverado 1500,140000,,,red,,,8,scrapes/20260320170031/7918895371.txt
7918941138,20260307200050,2026-03-07T20:00:50Z,7400,2011,Toyota,Avalon,176000,,,,,,,scrapes/20260307200050/7918941138.txt
7918951659,20260320170031,2026-03-20T17:00:31Z,5500,2012,Subaru,Impreza,112000,,,,,,4,scrapes/20260320170031/7918951659.txt
7918896309,20260320190027,2026-03-20T19:00:27Z,8700,2007,Jeep,Wrangler Sahara,171000,,,red,,,6,scrapes/20260320190027/7918896309.txt
7918955317,20260320160006,2026-03-20T16:00:06Z,,2020,dodge,durango,69000,,,,,,,scrapes/20260320160006/7918955317.txt
7918955316,20260320080023,2026-03-20T08:00:23Z,,2019,jeep,grand cherokee,90000,,,,,,,scrapes/20260320080023/7918955316.txt
7918864143,20260320110006,2026-03-20T11:00:06Z,9885,2015,Mercedes-Benz,GLK350,130000,,,Pearl White Metallic,,,6,scrapes/20260320110006/7918864143.txt
7918980989,20260320190027,2026-03-20T19:00:27Z,17250,2019,Audi,A6,42250,,,black,,,,scrapes/20260320190027/7918980989.txt
7918982776,20260312080005,2026-03-12T08:00:05Z,23900,2019,Toyota,4Runner,148450,,,,,,,scrapes/20260312080005/7918982776.txt
7918983114,20260315080006,2026-03-15T08:00:06Z,5900,2016,subaru,forester,172879,,,,,,,scrapes/20260315080006/7918983114.txt
7918980212,20260308090036,2026-03-08T09:00:36Z,4400,2008,cadillac,escalade,250000,,,,,,,scrapes/20260308090036/7918980212.txt
7918981014,20260320200025,2026-03-20T20:00:25Z,7000,1989,Toyota,22r,167000,,,grey,,,6,scrapes/20260320200025/7918981014.txt
7919014436,20260311060042,2026-03-11T06:00:42Z,2300,2006,Toyota,Sienna,293000,,,,,,,scrapes/20260311060042/7919014436.txt
7919084682,20260309130005,2026-03-09T13:00:05Z,2900,2008,toyota,scion xb,209000,,,,,,,scrapes/20260309130005/7919084682.txt
7918980618,20260320170031,2026-03-20T17:00:31Z,3500,1993,Toyota,pick up,190000,,,blue,,,4,scrapes/20260320170031/7918980618.txt
7919046487,20260309020032,2026-03-09T02:00:32Z,2000,2022,acura,tlx,30000,,,,,,,scrapes/20260309020032/7919046487.txt
7919140089,20260320190027,2026-03-20T19:00:27Z,3288,2002,Dodge,Neon,150000,,,,,,,scrapes/20260320190027/7919140089.txt
7919079214,20260310180005,2026-03-10T18:00:05Z,53899,2018,Lexus,LC 500,18290,,,,,,,scrapes/20260310180005/7919079214.txt
7919103751,20260320190027,2026-03-20T19:00:27Z,2500,2004,Volvo,XC70,160000,,,silver,,,5,scrapes/20260320190027/7919103751.txt
7919046082,20260319160011,2026-03-19T16:00:11Z,25000,2019,Jeep,Grand Cherokee Overland,62000,,,grey,,,8,scrapes/20260319160011/7919046082.txt
7919176787,20260320170031,2026-03-20T17:00:31Z,23900,2025,Kia,Seltos EX,9400,,,midnight black,,,,scrapes/20260320170031/7919176787.txt
7919068353,20260320130005,2026-03-20T13:00:05Z,3900,2013,Chrysler,300,153000,,,,,,6,scrapes/20260320130005/7919068353.txt
7919093746,20260320210028,2026-03-20T21:00:28Z,5400,2013,volkswagen,gti,185000,,,grey,,,4,scrapes/20260320210028/7919093746.txt
7919196599,20260307170048,2026-03-07T17:00:48Z,6950,2012,Mercedes-Benz,C-Class,145523,,,,,,,scrapes/20260307170048/7919196599.txt
7919196704,20260321160005,2026-03-21T16:00:05Z,9750,2005,Chevrolet,Tahoe,105076,,,Sport Red Metallic,,,8,scrapes/20260321160005/7919196704.txt
7919196725,20260312150048,2026-03-12T15:00:48Z,5900,2008,Toyota,Corolla,139374,,,,,,,scrapes/20260312150048/7919196725.txt
7919196810,20260312030036,2026-03-12T03:00:36Z,21500,2021,Jeep,Grand Cherokee L,114305,,,,,,,scrapes/20260312030036/7919196810.txt
7919196843,20260312140046,2026-03-12T14:00:46Z,8800,2015,Kia,Optima,116669,,,,,,,scrapes/20260312140046/7919196843.txt
7919196856,20260312090005,2026-03-12T09:00:05Z,185000,1956,Chevrolet,Bel Air,1250,,,,,,,scrapes/20260312090005/7919196856.txt
7919196869,20260312140046,2026-03-12T14:00:46Z,8900,2017,Hyundai,Elantra,105189,,,,,,,scrapes/20260312140046/7919196869.txt
7919196733,20260312140046,2026-03-12T14:00:46Z,59000,1969,Chevrolet,Camaro,4664,,,,,,,scrapes/20260312140046/7919196733.txt
7919196815,20260312110014,2026-03-12T11:00:14Z,14650,2019,Chevrolet,Traverse,87713,,,,,,,scrapes/20260312110014/7919196815.txt
7919196864,20260312130027,2026-03-12T13:00:27Z,20900,2014,Mercedes-Benz,S-Class,82595,,,,,,,scrapes/20260312130027/7919196864.txt
7919196614,20260307030038,2026-03-07T03:00:38Z,14600,2014,Chevrolet,Silverado 1500,142168,,,,,,,scrapes/20260307030038/7919196614.txt
7919196651,20260312110014,2026-03-12T11:00:14Z,10900,2017,Land Rover,Discovery,165497,,,,,,,scrapes/20260312110014/7919196651.txt
7919196677,20260321060018,2026-03-21T06:00:18Z,11950,2014,Mercedes-Benz,E-Class,106451,,,blue,,,6,scrapes/20260321060018/7919196677.txt
7919196696,20260312100031,2026-03-12T10:00:31Z,13500,2011,Lexus,LS 460,115212,,,,,,,scrapes/20260312100031/7919196696.txt
7919196761,20260312030036,2026-03-12T03:00:36Z,11900,2015,Jaguar,XF,79004,,,,,,,scrapes/20260312030036/7919196761.txt
7919196885,20260312070040,2026-03-12T07:00:40Z,14500,2019,Audi,A4,71241,,,,,,,scrapes/20260312070040/7919196885.txt
7919196666,20260312120014,2026-03-12T12:00:14Z,15800,2018,BMW,X2,79633,,,,,,,scrapes/20260312120014/7919196666.txt
7919196772,20260307150048,2026-03-07T15:00:48Z,15850,2020,Nissan,Rogue,82675,,,,,,,scrapes/20260307150048/7919196772.txt
7919196561,20260307140048,2026-03-07T14:00:48Z,20950,2018,Land Rover,Range Rover Sport,93146,,,,,,,scrapes/20260307140048/7919196561.txt
7919196642,20260312120014,2026-03-12T12:00:14Z,9400,2015,Honda,Civic Sedan,130759,,,,,,,scrapes/20260312120014/7919196642.txt
7919196685,20260307170048,2026-03-07T17:00:48Z,10850,2015,Ford,Fusion,92276,,,,,,,scrapes/20260307170048/7919196685.txt
7919196742,20260312160005,2026-03-12T16:00:05Z,13500,2018,BMW,X1,86540,,,,,,,scrapes/20260312160005/7919196742.txt
7919196832,20260312160005,2026-03-12T16:00:05Z,59500,1977,Pontiac,Trans Am,5977,,,,,,,scrapes/20260312160005/7919196832.txt
7919213938,20260320070005,2026-03-20T07:00:05Z,9998,2012,Subaru,Outback,105094,,,blue,,,4,scrapes/20260320070005/7919213938.txt
7919196608,20260307170048,2026-03-07T17:00:48Z,6850,2015,Hyundai,Accent,95555,,,,,,,scrapes/20260307170048/7919196608.txt
7919196629,20260307110040,2026-03-07T11:00:40Z,12900,2013,Ford,Econoline Cargo Van E-250,108356,,,,,,,scrapes/20260307110040/7919196629.txt
7919227479,20260322040016,2026-03-22T04:00:16Z,5500,2013,ford,escape,140000,,,black,,,4,scrapes/20260322040016/7919227479.txt
7919196581,20260307140048,2026-03-07T14:00:48Z,16950,2021,Subaru,Forester,113372,,,,,,,scrapes/20260307140048/7919196581.txt
7919196754,20260312020036,2026-03-12T02:00:36Z,11900,2014,Acura,MDX,145379,,,,,,,scrapes/20260312020036/7919196754.txt
7919214772,20260322080023,2026-03-22T08:00:23Z,3500,2014,Hyundai,sonata,172000,,,black,,,4,scrapes/20260322080023/7919214772.txt
7919245106,20260306160043,2026-03-06T16:00:43Z,,2016,chevy,silverado 1500,90000,,,,,,,scrapes/20260306160043/7919245106.txt
7919244996,20260306160043,2026-03-06T16:00:43Z,5000,2021,Tesla,Model Y,61000,,,,,,,scrapes/20260306160043/7919244996.txt
7919245119,20260306100041,2026-03-06T10:00:41Z,2000,2020,honda,accord,20000,,,,,,,scrapes/20260306100041/7919245119.txt
7919264372,20260322080023,2026-03-22T08:00:23Z,5985,2009,Toyota,Prius Touring Hybrid Hatchback,165000,,,Pearl White,,,4,scrapes/20260322080023/7919264372.txt
7919270638,20260322140039,2026-03-22T14:00:39Z,3800,2013,Hyundai,Sonata,220000,,,blue,,,4,scrapes/20260322140039/7919270638.txt
7919294275,20260321020031,2026-03-21T02:00:31Z,14700,2017,Toyota,Camry,98165,,,white,,,4,scrapes/20260321020031/7919294275.txt
7919196824,20260312130027,2026-03-12T13:00:27Z,12850,2016,Dodge,Grand Caravan,48019,,,,,,,scrapes/20260312130027/7919196824.txt
7919320943,20260322170045,2026-03-22T17:00:45Z,4500,2014,VW,JETTA SE,173000,,,grey,,,4,scrapes/20260322170045/7919320943.txt
7919278194,20260322190025,2026-03-22T19:00:25Z,2500,2015,Audi,A3,75000,,,grey,,,4,scrapes/20260322190025/7919278194.txt
